groupid,url,name,review_id,sentence_id,text,annotation1_Lorena,annotation2_Dora,annotation3_Nika,label_Sara
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,62,7,"Tjedan dana sam bila u depresiji, a nakon toga sam odlucila otici po drugo misljenje.",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,62,8,Ginekolog kod kojeg sam sljedece otisla pod mikroskopom je pogledao stanice koje je uzeo i rekao da nema traga hpv-u i da jednostavno imam slabo vezivno tkivo.,neutral,negative,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,62,9,"Kada sam postala spolno aktivna, otisla sam na papa test i pregled kod trece ginekologinje.",neutral,neutral,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,62,10,"Ona je odmah rekla da to ni izgledom nisu kondilomi, vec prirodni nabori sluznice.",neutral,neutral,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,62,11,Papa test je bio uredan.,neutral,positive,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,62,12,"Mozda sam naletjela na nju kad je imala los dan, no smatram da si to nijedan doktor ne smije dopustiti i po meni je doktorica Belak vrlo neprofesionalna ginekologinja.",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,62,13,"Da nisam otisla po drugo misljenje i da sam joj vjerovala, zavrsila bih tako sto bih spaljivala zdrave nabore vlastite sluznice.",negative,mixed,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,63,1,"Sve pohvale za doktoricu, iako sam kod nje kraće vrijeme preporučila bih ju svakako jer se stvarno zauzme za pacijenta i voljna je pomoći, također me molila da joj javim ishod (jer me uputila dalje) tako da mislim da rijetko koji doktor iskreno brine za pacijenta.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,63,2,"Sve objasni prilikom pregleda, ako imate kakva pitanja i na njih će odgovoriti tako da je moja ocjena čista petica.",positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,63,3,"Što se sestre tiče isto je super, jedino zna ponekad bezveze preplašiti sa svojim mogućim dijagnozama (ako joj ispričate problem).",mixed,mixed,mixed,mixed
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,63,4,Nikad nisam čekala duže od par minuta i prilikom naručivanja brzo sam dobila termin.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,63,5,Preporuke!,positive,mixed,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,1,Svatko definitivno ima pravo na svoje mišljenje i svi smo mi ljudi različitii.,neutral,neutral,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,2,"Ja se kod doktorice Belak lječim već par godina, za mene su ona i sestra Antonija predivne prije svega osobe, a zatim doktorice.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,3,"Danas je jako teško vidjeti takav pristup, da se osjećaš opušteno i uživaš u dolasku ginekologu.",positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,4,Za svaki posao treba imati želju i volju.,positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,5,"Što nekome znači biti ginekolog ako svoje pacijentice gleda kao ""broj"" ?",negative,neutral,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,6,"Takva je nažalost većina, upravo radi toga i jesmo u RH di jesmo.",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,7,"gledaju se samo novci i pacijenti se gledaju kao broj, nije čudno kakva se sranja događaju.",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,8,"To sam iskusila i na svojoj koži, upravo zato sam preporođena otkako sam kod dokt.Belak.",mixed,negative,mixed,mixed
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,9,"Lijepo je kad možeš popričati o vremenu, dečku, mužu, obitelji zašto ne ?",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,10,"Do tebe je koliko površno želiš i ne želiš razgovarati,kao i uvijek u životu.",neutral,negative,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,11,Tada si samo još više opušteniji i zaboravljaš da si na ginek stolu.,positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,12,", doktorica je jednostavno sama po sebi takva.",positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,13,Bliska i susretljiva i odlična osoba.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,14,"Doktorica Belak i sestra Antonija imaju svaku moju pohvalu, prije svega bitno je biti čovjek, a one su to pokazale puno,puno puta.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,15,"da im je pacijent na prvom mjestu i da su uvijek tu kada treba pomoći, sestra Antonija će ako je potrebno provesti telefonski pola sata samnom ako meni treba pomoć i objašnjenje, drugi se ne javljaju po cijele dane, toliko o svemu.",positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,16,Velika šteta ako netko to ne prepoznaje.,mixed,negative,mixed,mixed
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,17,Jedno veliko HVALA na kvaliteti koju one pružaju.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,64,18,i živim u nadi da će se ostali ginekolozi ugledati na njih i shvatit koliko je ljepše biti od pomoći pošto im je to u opisu posla.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,65,1,Ja sam upravo ocjenjivala doktoricu i komentirala koliko je doktorica predivna!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,65,2,"Znači ne samo kao ginekologica, nego kao osoba.",positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,65,3,"Naravno da vi imate pravo na svoje mišljenje, ali po mom mišljenju, baš taj njen prisup kao čovjek čovjeku, a ne kao broju na papiru i je poseban.",positive,mixed,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,65,4,"I baš zato što ona od cijelog pregleda napravi ugodnu atmosferu u kojoj vi kroz razgovor s njom i zaboravite da ste na ginekološkom stolu, bih ja naglasila isključivo kao njenu prednost, a ne manu, kao što ste to vi naveli.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,65,5,"A uostalom, doktorica mora ispitati neke stvari o vama i dobiti uvid u neko vaše ""stanje"" kako bi uopće znala kako pristupati samom pregledu.",neutral,neutral,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,65,6,"Ponavljam, svako ima pravo na svoje mišljenje pa tako i vi, ali definitivno mislim da ste krivo procijenili doktoricu i u nečem što je njena izuzetna kvaliteta našli vama nešto uvredljivo.",mixed,negative,mixed,mixed
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,65,7,Šteta.,negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,66,1,"Najbolja ginekologica na svijetu, najbolja sestra, ordinacija, ambijent, čekanje, točnije, ne čekanje na red, etičnost, ljubaznost, pristupačnost, sve je toliko savršeno da nemam riječi.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,66,2,"Znači, za svaku preporuku.",positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,66,3,"Doktorica ima tako predivan pristup prema svakom pacijentu, ne samo površinski, ""doktorski"", nego kao čovjek prema čovjeku.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,66,4,"O samom pregledu isto sve pohvale, doktorica je toliko nježna i pažljiva da se pregled uopće niti ne osjeti.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,66,5,":) Eto, ne znam šta više napisati osim da sam ja preoduševljena! :)",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,67,1,"Izgleda da su preko maila prestale komunicirati sa pacijentima jer sam se početkom svibnja bila naručila na pregled, znači prije sad već tri mjeseca i nikad nisam dobila povratnu informaciju zbog čega sam bila primorana krajem lipnja zvati i naručiti se na pregled.",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,68,1,Tijekom cijelog pregleda ispituje privatne stvari u vezi mojeg života općenito.,negative,neutral,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,68,2,To su bila pitanja koja postavlja valjda svakome tko joj dođe jer ih je izgovarala kao po špranci i bez ikakvih emocija.,negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,68,3,Uvjerena sam da to radi kako bi dala dojam osobe kojoj je pacijent važan te eventualno opet dobila certifikat NajDoktora.,negative,positive,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,68,4,Na jedno moje pitanje je izbjegavala odgovoriti zbog čega mi nije imalo smisla ni pitati svako sljedeće pitanje koje sam imala.,negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,68,5,"Razočarala sam se najviše zbog toga jer me ispitivala privatna pitanja, a i bila je jako površna i slaba na riječima.",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,68,6,"Osim toga, nalazi mi kasne već tjedan dana.",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,68,7,Ne preporučujem!,negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,69,1,Odlična doktorica!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,69,2,"Nježna i brižna prema svojim pacijenticama, sve lijepo objasni i odgovori na sva pitanja i nedoumice.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,69,3,Zaista se vidi da je zainteresirana i spremna pomoći.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,69,4,"Svidjelo mi se što sam brzo došla na red, čekala sam samo 2 dana, dok se kod nekih čeka i po 2 tjedna na termin.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,69,5,Topla preporuka svakome!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,70,1,"Kad idem na pregled kod doktorice Belak, osjecam se sigurno i sve mi bude jasno, vrlo je njezna pri pregledu, i ono sto najvise cijenim - sve mi objasni, bez doktorskih prenemaganja i vrlo jasno.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,70,2,"Preporucujem doktoricu, posebno mladjim osobama.",positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,70,3,Jako opusteno i usluga na nivou.,positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,71,1,platila sam pregled kod doktorici kad sam pročitala pozitivne komentare o njoj.,neutral,positive,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,71,2,"Međutim ne bih je preporučila jer mi je djelovala dosta površno a moje je mišljenje da kad ideš PLATIT pregled onda bi trebala biti razlika od ""običnog"" ginekologa.",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,72,1,I doktorica i sestra su jako drage osobe i sve ce uciniti da se osjecate jako ugodno.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,72,2,Nebi ih nikad mijenjala.,positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,72,3,Nitko nije tako suosjecajan i spreman pomoci kao doktorica Belak.,positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,72,4,Preporucujem je svima.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,73,1,"Prima, međutim ona nije u sustavu HZZO-a, ako ste na to mislili.",neutral,neutral,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,74,1,Zna li možda netko prima li doktorica Belak nove pacijente?,neutral,neutral,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,74,2,Hvala.,neutral,positive,neutral,neutral
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,75,1,Prvi dojmovi zaista odlični i za doktoricu i za sestru!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,75,2,"Doktorica stučna, draga, ljubazna, osjećajna.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,75,3,Preporuka.,positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,76,1,"Sjajne, i doktorica i sestra.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,76,2,Prvi puta sam bila i zaista sam ostala iznenadjena.,positive,mixed,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,76,3,"Nema cekanja, doktorica sve lijepo objasni, sestra pruzi sve dodatne informacije ukoliko je potrebno i sve u svemu jedno vrlo pozitivno iskustvo.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,76,4,Sigurna sam da se vidimo opet!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,77,1,"Preporučujem svima dr. Snježanu, pogotovo onima koji još nisu bili na prvom pregledu kao i ja, sve je bilo ugodno, bezbolno, objasnila je sve što je trebalo i odgovorila na sva moja pitanja, također je i sestra vrlo ljubazna i susretljiva",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,78,1,"Hvala doktorici što nam vraća vjeru postoje ginekolozi koji su u svojem poslu stručni, a da to mogu spojiti s ljubaznošću i osjećajnošću.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,78,2,"Još sam pod dojmom pregleda, jer na ovakav pregled mogla bi ići svaki dan.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,78,3,Nemam riječi kojom bi opisala ovu iznimnu ženu.,positive,mixed,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,78,4,"Prošla sam puno doktora, ginekologa najviše, a (na žalost) ne pamtim ih baš puno po dobrome.",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,78,5,"Netko će reći da nisam naišla na pravog doktora, ali to nije razlog niti opravdanje za ijednu osobu koja se odlučila postati liječnik.",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,78,6,Zato je po svemu ova doktorica BROJ 1 za mene.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,79,1,Riječima se ne može opisati rad doktorice Snježane i sestre Antonije.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,79,2,"Kada bi u Hrvatskoj 1% doktora bilo kao što su one,gdje bi nam bio kraj, svaka čast.",positive,mixed,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,79,3,PREPORUKE SVIMA !,positive,mixed,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,80,1,"Mozda je doktorica dobra,ali u mom slucaju se nije tako ispostavilo.",mixed,negative,mixed,mixed
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,80,2,"po mom misljenju, mislim da je doticna jako umorna i automatski manje koncentrirana na ono sto radi!",negative,negative,negative,negative
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,81,1,Najdivnija doktorica!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,81,2,Tijekom pregleda sve detaljno objasnjava sto radi i na vrlo jednostavan nacin objasnjava i odgovara na sva pitanja.,positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,81,3,Preporučam svim zenama a pogotovo djevojkama koje mozda prvi put idu na ginekoloski pregled i imaju neki strah ili nelagodu.,positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,81,4,Sestra također divna :),positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,82,1,"Dr. Belak je vrlo stručna, pažljiva osoba.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,82,2,Sa puno razumijevanja i strpljivošću objašnjava.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,82,3,Pregled je prošao vrlo ugodno i bezbolno.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,82,4,Svakako preporučam.:),positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,83,1,DR. Belak je predivna.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,83,2,"Smirena, susretljiva i jako stručna.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,83,3,"Sve detaljno objasni, pregled je izuzetno ugodan i bezbolan.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,83,4,Toplo je preporučam.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,84,1,"Juce sam bila kod dr Belak super je i sve same pohvale od mene ,pregled nisam ni osetila i preporucujem je svima .",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,84,2,ja sam od sada samo kod nje,positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,85,1,"Doktorica Belak i osoblje su zaista divni, mojoj teti su veoma pomogli, nismo je znali gdje je više odvesti, bolnica ova ona.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,85,2,jedino joj je doktorica Belak odmah postavila odmah dijagnozu.,positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,85,3,Divna žena i hvala joj,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,86,1,"Dr Belak je jedna divna, nježna i strpljiva osoba puna razumijevanja.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,86,2,Profesionalna i vrlo pristupačna.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,86,3,Pregled je uvijek ugodan i sa puno obzira uz objašnjavanje svega što radi.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,86,4,Strpljiva i sve objasni.,positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,86,5,Sestra Antonija je isto tako izuzetna žena koja ima jako puno strpljenja i želi pomoći.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,86,6,"Svaki puta ih izgnjavim maksimalno jer sam veliki panicar , no uvijek dobijem sve odgovore sa puno razumijevanja i strpljenja.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,86,7,Svaka pohvala ordinaciji Belak i voljela bi da je vise takvih.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,86,8,Samo tako nastavite.,positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,87,1,Doktorica Belak je divna!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,87,2,Vrlo ljubazna i pravi profesionalac!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,87,3,Sestra je isto krasna!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,87,4,Bravo +5!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,88,1,Moje iskustvo je za svaku pohvalu.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,88,2,"Doktorica je vrlo profesionalna, nježna, ljubazna i smirena.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,88,3,Sve što radi objašnjava pacijentu i ohrabruje.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,88,4,Možete pitati sve što vas zanima i opširno vam odgovara.,positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,88,5,Također i sestra je jako prijateljski raspoložena i ona ima vremena da vam se posveti u odgovorima na sva pitanja.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,88,6,Svaka čast !,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,88,7,Sigurno ću opet ići kod dr. Belak.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,89,1,Doktorica je izuzetno strpljiva I ljubazna.,positive,mixed,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,89,2,Nije prepustila slučaju moju dijagnozu i odmah me poslala na detaljniju analizu za koju je trazila da joj odmah javim rezultat iako je bio vikend.,positive,mixed,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,89,3,Sam pregled je bio nježan i smireno objavljen.,positive,mixed,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,89,4,Sestra Antonija je također vrlo prijateljski nastrojena.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,89,5,Sve lijepo objasni i ostavlja dojam smirenosti.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,89,6,Atmosfera je nekako obiteljska u ordinaciji i radujem se otići ponovno.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,90,1,Nježna i pažljiva doktorica učinila je inače neugodan pregled prihvatljivim.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,90,2,Vrlo sam zadovoljna.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,91,1,Doktorica je oličenje onog sto doktor treba biti.,positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,91,2,"Tu je da pomogne, izlijeci vas i uputi, iako radi privatno - nema stav da je tu da zaradi, vec stvarno da pomogne!",positive,mixed,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,91,3,Svaka cast!,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,92,1,"I doktorica Belak i sestra Marković iznimno su ljubazne, nježne i pristojne.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,92,2,"Odgovaraju na sva pitanja u ordinaciji, a i preko e-mailova vrlo brzo daju odgovore.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,92,3,Detaljno obrazlože sve što je ostalo nejasno.,positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,92,4,Meni osobno su uljepšale dan.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,92,5,Nema nimalo napetosti i živčanosti kao kod nekih drugih.,positive,negative,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,93,1,"Doktorica je jako ljubazna, susretljiva i strpljiva u objašnjavanju.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,93,2,Pregled kod nje je pozitivno iskustvo.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,93,3,Pohvala i sestri na ljubaznosti i srdačnosti.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,94,1,"Sve pohvale doktorici, draga, susretljiva, puna razumijevanja, nadasve profesionalna.",positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,94,2,Također pohvale sestri.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,95,1,Zaista pristupačne i sestra i doktorica.,positive,positive,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,95,2,"Imala sam neka pitanja i zvala ih, nisu se javile taj tren, ali me sestra nazvala čim je bila u mogućnosti!",positive,neutral,positive,positive
3,https://najdoktor.com/Snje%C5%BEana-Belak/d16900,Snježana Belak,95,3,Pregled ugodan i doktorca objasni što god treba :D,positive,positive,positive,positive
3,https://najdoktor.com/valentina-hecimovic/d13837,Valentina Hečimović,96,1,⭐⭐⭐⭐⭐Super liječnica.,positive,positive,positive,positive
3,https://najdoktor.com/valentina-hecimovic/d13837,Valentina Hečimović,96,2,O stručnosti ne mogu točno reći jer nisam liječnik.,neutral,neutral,neutral,neutral
3,https://najdoktor.com/valentina-hecimovic/d13837,Valentina Hečimović,96,3,Uglavnom nemam nikakvih primjedbi.,positive,negative,positive,positive
3,https://najdoktor.com/valentina-hecimovic/d13837,Valentina Hečimović,96,4,"Pristupačna, ljubazna i brzo riješi sve medicinske probleme.",positive,positive,positive,positive
