groupid;url;name;review_id;sentence_id;text;label;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;230;2;Preporucujem ga svima!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;231;1;Dr. Bagatin i cijeli tim ljudi su savrseni profesionalci.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;231;2;Nisam susrela toliko profesionalni i ugodan odnos doktor-pacijent.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;231;3;Doktor mi je radio abdominoplastiku i rezultati su nevjerovatni!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;231;4;tople preporuke svima!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;233;1;Izuzetno kompetentan doktor, izravan u komunikaciji, temeljit i pouzdan.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;233;2;Veliko hvala cijelom timu!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;234;1;Dr. Bagatin je izuzetno profesionalan i u potpunosti posvećen pacijentu.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;234;2;Strpljivo odgovara na sva pitanja te ima moju toplu preporuku.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;235;1;Uvijek dostupni i maksimalno na usluzi, uvijek ljubazni i dobro raspoloženi, a nadasve profesionalni.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;235;2;Očigledno je kako dr. Dinko svojim primjerom i izborom suradnika utječu na sveukupno ponašanje i izvrstan dojam o cijeloj poliklinici!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;236;1;Dr. Bagatin je izuzetno profesionalan, u potpunosti posvećen pacijentu, uvijek ljubazan i spreman odgovoriti na sva pitanja.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;236;2;NJegova stručnost ulijeva veliku sigurnost pacijentu.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;236;3;Sve pohvale!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;237;1;Dr. Dinko Bagatin je izvrstan liječnik i vrhunski stručnjak.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;237;2;Predan pacijentu, uvijek spreman odgovoriti na svako pitanje i nedoumicu.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;237;3;Za svaku preporuku!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;239;1;Nakon gubitka suvisnih kilograma, dr. Bagatin mi je pomogao ostvariti zeljeni izgled trbuha.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;239;2;Zadovoljan sam postignutim rezultatom, kao i postoperativnim tretmanom.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;239;3;Svima koji zele ravan trbuh preporucio bih Polikliniku Bagatin.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;240;1;Doktor je u potpunosti uspio rijesiti me viska koze u predjelu trbuha.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;240;2;Strpljiv, drag, pametan, same rijeci hvale imam za doktora Dinka Bagatina.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;240;3;Poliklinka mu je vrhunski opremljena, a boravak je bio vise vec ugodan.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;241;1;Veseli me da jos uvijek ima lijecnika koji svojom toplinom i briznim odnosom olaksavaju nama pacijentima odluke vezane za operacije.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;241;2;Dr. Dinko mi je ne samo pomogao vec ucinio moj zivot puno ljepsim!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;241;3;Oporavak je bio kratak, bezbolan i sretna sam sto sam bila u tako strucnim rukama.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;243;1;Strucan i ljubazan;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;244;1;Moj prvotni strah od operacije, oporavka i konackog izgleda brzo je nestao nakon sto mi je dr. Dinko duze od sat vremena strpljivo i detaljno opisao tijek operacije.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;244;2;Spavala ko beba, probudila se medju toplim, nasmijanim licima, a rezultat odlican.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;244;3;Preporucila bih dr. Dinka svima koji imaju potrebu za bilo kakvim zahvatom te mu zahvalila na svemu.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;245;1;Dr. Dinko Bagatin izvrstan je kirurg , predan svom poslu , uvijek informiran o najnovijim napredcima u struci.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;246;1;Ljudski pristup,uzme vremena da ti sve lijepo objasni,najboliji doktor.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;247;1;Vrhunska usluga, predivan doktor, sve savrseno;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;249;1;Profesionalan, stručan i jako ljubazan i ugodan.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;249;2;Sve detaljno objasni i otkloni svaku nedoumicu.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;249;3;Preporučujem doktora Dinka Bagatina!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;250;1;Nakon trudnoce i dojenja imala sam problema sa spustenim i praznim grudima, a doktor Bagatin mi je omogucio da ponovo budu pune i savrsenog oblika.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;250;2;Ovo je ono sto sam zeljela.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;251;1;Ljubazan, ugodan i jako pametan.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;251;2;Da su bar svi lijecnici ovakvi!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;251;3;Veliko hvala na svemu,  preporucujem dr.  Dinka i njegovu polikliniku svima!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;253;1;Više uopće ne znam koje riječi hvale da upotrijebim za opis dr. Dinka Bagatina.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;253;2;Profesionalac u svakom smislu riječi i predivna osoba.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;253;3;Moj je zahvat bio kompleksan, ali nijednog trena nisam dvojila da će sve proći u redu.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;253;4;Veliko hvala ljubaznom osoblju klinike koje me obasulo pažnjom i toplinom za vrijeme svakog boravka u klinici.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;253;5;Za svaku preporuku!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;254;1;Profesionalac, strpljiv, ugodan, pristojan.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;254;2;lijecnik kakav treba biti;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;255;1;Doktor Dinko je bio iznimno ljubazan i stručan.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;255;2;Odgovorio mi je na sva pitanja i maknuo svaku sumnju te mi tako pomogao da okrenem novu stranicu u svom životu!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;255;3;Izuzetno sam zadovoljna s rezultatima operacije i svom novom izgledu.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;255;4;Čista 5ica i preporučam dr. Dinka svakome!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;257;1;Čitam komentare ostalih korisnika i jednostavno se moram složiti s pohvalama za doktora Bagatina.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;257;2;Dvoumim se jedino oko ocjene: odličan ili izvrstan.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;258;1;Pedantan, stručan i profesionalan.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;258;2;Uz to jako simpatičan i ljubazan.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;258;3;Odgovorio mi je na stotinu pitanja!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;258;4;Same pohvale!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;259;1;Doktor Dinko je vrhunski kirurg koji se u potpunosti posveti svom pacijentu!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;259;2;Spreman je odgovoriti na svako pitanje.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;259;3;Više od toga, on je profesionalan, ljubazan i dobar čovjek.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;259;4;Ima moje potpuno povjerenje i preporuku.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;260;1;Doktor je jako profesionalan i srdačan, pomogne koliko kod može.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;260;2;Kamo sreće da ima više ovakvih dr, da možes lijepo razgovarati a da te ne otpile radi tvojih 100 pitanja.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;260;3;Ima moje apsolutno povjerenje!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;261;1;Doktor koji jako dobro obavlja svoj posao!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;261;2;Prati sve nove trendove i postignuća u medicini, uzme vremena da objasni o problemu, rezultat - ODLIČAN!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;261;3;Zaista nemam apsolutno nikakvu zamjerku.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;261;4;Ukratko, dobar i uhodan tim za svaku pohvalu!;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;264;1;Dr. Bagatin je iznimno simpatican i veliki strucnjak.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;264;2;Sve pohvale za njegov rad, stav i postignuti rezultat upravo onakav kakav sam zeljela.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;264;3;Najiskrenije preporucam;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;266;1;dr. Dinko je stručan i ozbiljan prije svega, ali i  jako šarmantan, simpatičan, ljubazan.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;266;2;U njegovim rukama se osjećate sigurno.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;266;3;Za njega imam samo riječi hvale.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;268;1;Dr Dinko Bagatin i Dr Tomica Bagatin kao i cijela ekipa su apsolutno fantastični.;positive;
3;https://najdoktor.com/docdrsc-dinko-bagatin/d8248;Dinko Bagatin;268;2;Skoro da mi je žao da je moja stopostotno uspjela operacija završena, sa svim kontrolama jer je odlazak u tu kliniku, nakon strave što proživljavamo u nekim klinikama (čak privatnim gdje se plaća - ovdje mislim na Sanus koji bi malo bolje morao birati svoje doktore a ne samo po titulama) dakle boravak i zahvat kao i oporavak u ovoj klinici su čisto zadovoljstvo.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;270;1;Kod doktorice imam osjećaj potpunog povjerenja, da je sve što radi promišljeno, pažljivo i sa stvarnom brigom.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;270;2;Temeljita je, pristupačna i humana.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;270;3;Takvi liječnici čine zdravstveni sustav boljim.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;271;1;Doktorica koja je moje dijete spasila.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;271;2;Bog ju je stvorio za taj posao.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;271;3;Samo riječi pohvale .;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;271;4;Ljubaznost, pristupačnost i osoblja !;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;272;1;Doktorica Gagro je pretjerano bahata, umišljena, stekla sam dojam da je se djelatnici Klaićeve boje.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;1;Od mog iskustva kod doktorice prošlo je ako se ne varam najmanje devet godina.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;2;Prvi dojam draga i simpatična, ali posljednji dojam je ono što se pamti.;mixed;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;3;Oboljela sam s 11 godina, a dijagnozu juvenilnog artritisa sam dobila tek s 13.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;4;Zatim je počelo neuspješno liječenje lijekovima za koje nikada nisam saznala ni kako se zovu.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;5;Znam samo da sam svakih 6 mjeseci dobivala injekciju tog lijeka u koljeno jer je 6 mjeseci razdoblje u kojem je taj lijek djelovao.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;6;Ipak ona nije odustajala od terapije iako je vidjela da mi ne pomaže.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;7;Bila je draga i djelovala suosjećajno i samouvjereno i dijete kao dijete vjerovala sam joj.;mixed;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;8;Promjenu terapije sam dobila tek nakon nekoliko godina kada je rekla da će mi zglob biti potpuno uništen ako mi još jednom ubrizgaju taj lijek.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;9;Stavila me na kortikosteroide i methotrexate što bi bila ispravna odluka da ona i njezina asistentica (Agneza ako se ne varam) nisu uprskale stvar i prepisale pogrešnu dozu.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;10;Dobila sam više nego duplo veću dozu kortikosteroida od potrebne.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;11;Kada je mama (nekoliko puta) pitala treba li kortikosteroide postupno smanjivati kao što je navedeno u uputi o lijeku, obje su složno rekle da ne treba.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;12;VELIKA NEISTINA!;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;13;Umjesto početnih 25 mg koji se postupno smanjuju ja sam svaki dan uzimala 80 mg kortikosteroida sve dok nakon tri mjeseca uzimanja doslovno preko noći nisam dobila desetak groznih nuspojava, ali o njima sada neću.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;14;Idući dan ravno u klaićevu da bi se tamo svi obrušili na moju majku.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;15;Tvrdili su da to nije njihova greška i da smo mi svi krivo shvatili njihove upute.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;16;Kako da ne.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;17;Zaboravili su da smo ih nekoliko puta pitali jesmo li ih dobro shvatili.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;18;Od straha da ih ne prijavimo, zaprijetili su nama socijalnom službom.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;19;Što više reći?;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;20;Ipak, prijeđemo mi i preko toga da bi doktorica počela obećavati biološku terapiju.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;21;Naravno predstavljajući ju kao nešto čudotvorno i bez nuspojava što također nije istina.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;22;Tu nam puca film i po preporuci prelazimo kod doktora Harjačeka na Srebrnjak (doktor sada radi u Vinogradskoj).;mixed;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;23;On nam otvara oči o svim greškama dotične doktorice i napokon daje uspješnu terapiju u ispravnim dozama.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;24;Zahvaljujući njemu ja ću uskoro navršiti 22 godine, a u remisiji sam posljednjih 4.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;25;Da sam ostala kod dr. Gagro, priča bi vjerojatno bila posve drugačija, s obzirom da mi je otpočetka dijagnoze branila kretanje do te mjere da su mi mišići skoro potpuno atrofirali i pitanje je što bi uopće bilo od mog hodanja danas.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;274;26;Dr. Harjaček sve preporuke, dr. Gagro-ne, hvala.;mixed;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;275;1;Ova žena (doktorica)laže !;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;275;2;Bili smo kod nje nekoliko godina dok nismo presli na Rebro.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;275;3;Većinu stvari koje radi, radi zbog svije ne sigurnosti i znatiželje, a ne jer je brizna.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;275;4;Puno problema smo imali oko dobivanja lijeka koji je dijete trebalo dibivati kod kuće, a ona je inzistirala da dobija u bolnici.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;275;5;Nikad se nismo na isti nacin narucili na kontrolu-malo telefonom,pa sljedevi puta mailom,pa zakazu sami,pa nazvali ste rano,pa nazvqli ste kasno.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;275;6;Puno priča, a malo kaže.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;275;7;Pregled je izgledao kao predavanje na 3 godini medicine,na kraju ne kaze nista pametno.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;275;8;Od masu lijecnika kod kojih sa svojim djetetom idem zbog njene bolesti,dr. Gagro je ostala definitivno u najgorem sjecanju.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;1;Ako je dotična doktorica nekome bila anđeo, nama je bila gora od samog vraga.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;2;Moje dijete zbog iste i dan danas nije ozdravilo jer ju je toliko zavukla da će se moje dijete teško izvući.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;3;Netko je napisao da ne daje ishitrene dijagnoze, e bome nama je dala!;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;4;Rekla je mozda je leukemija ili tumor kostiju, idemo metodom eliminacije.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;5;Kad sam rekla da imamo nalaz krvi od jučer, koji je uredan, ista je rekla da je to već stari nalaz i da je moguće da se radi o tim bolestima.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;6;Pa zamislite kako smo se osjećali!;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;7;Srušio nam se cijeli svijet zbog njenih gluposti.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;8;A o kasnijem 'liječenju' neću ni govoriti.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;9;Napisala bi se dosta.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;10;O izdvojenom vremenu za pacijenta necu ni govoriti jer ga nije izdvajala, kao i što smo s malim djetetom znali čekati pregled po par sati iako smo bili naruceni za 9 h ujutro, bivamo na redu u 13 h, jer, kako ona kaže da nas nije vidjela.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;276;11;Nemam nijedne lijepe riječi za nju, a Bog je Jedan i on će suditi svakome, pa i njoj.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;277;1;Susretljiva, odlicna doktorica koja nam je puno pomogla i uvijek se trudila da nam pokaze razumijevanje i razveseli moje dijete kojemu je tesko padalo sto mora ostajati u bolnici dugo.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;277;2;Isto tako nije joj tesko nista objasniti i jako sam joj zahvalna na svemu sto je ikad ucinila za nas.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;278;1;Odlična liječnica, ljubazna, draga, spremna pružiti sva objašnjenja roditeljima i divna u odnosu sa djecom.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;278;2;Ako se ponekad malo duže čeka to je samo zato što je temeljita u radu sa svom djecom.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;278;3;Pažljiva i oprezna u pristupu bolesti i bez ishitrenih dijagnoza.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;278;4;Preporučila bih ju svakome.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;279;1;Vratili smo se kod dr. Gagro nakon dugih muka i najgorih mogućih liječnika.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;279;2;"Moje je dijete oduševljeno, pa možda da povratak opišem njenim riječima: ""Mama, doktorica ne viče, ne unosi se u lice, sve objašnjava, vidjela je sama da mi je nateklo oko, zna koje pretrage treba napraviti, zna za povezanost s gastro-problemima.";positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;279;3;Ona je pravi anđeo!;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;279;4;Mislim da na to ne trebam ništa ni dodati.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;280;1;Doktorica Gagro je odlicna.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;280;2;Nakon godine dana raznih infekcija i raznih doktora sto smo prosli i koji nisu uspijeli opravdati ucestale temperature i upale kod mog sina imali smo cast upoznati doktoricu Gagro koja je iz samo jednog razgovora posumnjala na imunodeficijenciju i nalozila vadjenje nalaza koji su dokazali da je u pravu.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;280;3;Doktorica je organizirana i u kratkom roku je osigurala sve potrebne lijekove i obavila papirologiju koja je bila potrebna za stavljanje na transplantacijsku listu.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;280;4;Ako smo nekad i duze cekali na pregled to je iz razloga sto nista ne prepusta slucaju i sve detaljno pregleda.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;280;5;Jako je pristupacna i pazljiva.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;280;6;Vise se ne vodimo kod nje jer cekamo na transplantaciju na Rebru, al nam je ostala u lijepom sijecanju i svojom strucnoscu i pristupacnoscu nam je olaksala dane provedene na lijecenju u Klaicevoj.;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;282;1;Doktorica Gagro liječila je moju kćer dvije i pol godine,postavljena je dijagnoza spondiloartritis.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;282;2;Pošto je navršila 18 nismo više mogli biti u Klaićevoj već smo prebačeni u KBC Dubrava.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;282;3;Doktorica  Gagro imala je prekrasan odnos prema nama,jako joj je stalo i dala je maksimum(jedina zamjerka je što se čeka satima).;positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;282;4;"Tek kad smo došli došli na pregled u Dubravu vidjeli smo razliku i žalimo za ""našom"" doktoricom Gagro.";positive;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;283;1;Dr Gagro je jako bahata, arigangna, los dijagnosticar.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;283;2;Puno obecava ali ne ucini nista.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;283;3;Ona jednostavno nema klinickog iskustva a niti zelje da ga stekne.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;283;4;Njoj je vazno da ode u Osijek na faks, moje bolesno dijete mogu preuzeti specijalizanti ili otpust pa onda na ambulantnu obradu.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;283;5;Za 5 dana boravka u bolnici osim labaratorija ucinjen je samo 1 pregled.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;283;6;Mom djetetu je rekla da ima autoimunisnu bolest ( mora malo vidjeti koju tocno ima),na osnovu anamneze bez ikakvih nalaza.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;283;7;Na nasu srecu moje dijete nema nijednu imunolosku bolest.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;283;8;Ova ishitrena doktorica unosi takav stres i sok roditeljima i djetetu.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;283;9;Preporucam da ju izbjegnete, gubitak vremena.;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;284;1;Bezobrazna, drska, bahata;negative;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;285;1;I jos nesto, nije SREBRENJAK NEGO SREBRNJAK!;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;285;2;Pozz;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;288;1;Mi bi trebali uskoro na kontrolu, poslala sam mail za naručivanje, čekam odgovor.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;288;2;Javit cu vam kad mi posalju datum i vrijeme.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;288;3;Mi idemo kod dr. Vukojevića od samog pocetka Uveitisa.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;288;4;Operirao ju je dr. Kalauz.;neutral;
3;https://najdoktor.com/alenka-gagro/d8192;Alenka Gagro;288;5;Ma predivni i kao liječnici i kao ljudi.;positive;
